Price;ft2;Location;No. of Bedrooms
4799000;950;Uttam Nagar;3
2599000;450;Uttam Nagar;2
2899000;650;Uttam Nagar;2
4400000;800;Uttam Nagar;3
6100000;500;Saket;1
3200000;750;Chattarpur;2
4700000;810;nawada;3
4000000;770;nawada;3
4000000;720;nawada;3
2700000;650;Uttam Nagar;2
2800000;450;Uttam Nagar;2
3400000;700;nawada;3
4000000;800;Dwarka Mor;3
3600000;850;Dwarka Mor;3
2500000;550;Dwarka Mor;2
4200000;810;nawada;3
4200000;750;Uttam Nagar;3
4500000;900;Dwarka Mor;3
4300000;800;Uttam Nagar;3
3200000;750;Chattarpur;2
3200000;750;Chattarpur;2
7000000;600;Vasant Kunj;1
23000000;1700;Vasant Kunj;3
5000000;600;Paschim Vihar;1
9500000;1100;Paschim Vihar;3
18000000;1800;Paschim Vihar;3
2800000;450;Mahipalpur;2
4500000;800;Mehrauli;2
5000000;800;Mehrauli;2
6200000;1000;Mehrauli;2
2800000;850;Mahipalpur;2
10000000;1500;Mehrauli;3
3000000;800;Vasant Kunj;2
3000000;800;Mahipalpur;2
3000000;800;Mahipalpur;2
11000000;1100;Vasant Kunj;2
6500000;581;Sector 6 Dwarka;1
18000000;1700;Vasant Kunj;2
6798999;581;Vasant Kunj;1
16500000;900;Vasant Kunj;2
7000000;1000;Uttam Nagar;3
4700000;820;Uttam Nagar;3
2400000;500;Uttam Nagar;1
2000000;450;Uttam Nagar;1
2700000;525;Uttam Nagar;2
3500000;750;Uttam Nagar;2
4200000;850;Uttam Nagar;3
4700000;820;Uttam Nagar;3
2500000;450;Uttam Nagar;1
2700000;525;Uttam Nagar;2
3500000;750;Uttam Nagar;2
4200000;850;Uttam Nagar;3
18000000;1100;Vasant Kunj;3
18000000;1100;Vasant Kunj;3
8000000;850;Paschim Vihar;2
7500000;750;Paschim Vihar;2
8500000;900;Paschim Vihar;2
6500000;650;Paschim Vihar;2
7500000;600;Vasant Kunj;1
13000000;1105;Paschim Vihar;3
7000000;600;Paschim Vihar;2
13500000;1000;Vasant Kunj;3
13500000;1000;Vasant Kunj;3
16500000;1200;Vasant Kunj;2
2800000;600;mayur vihar phase 1;2
20500000;1650;Sarita Vihar;2
8500000;1000;Sarita Vihar;2
23000000;2000;Vasant Kunj;3
2300000;450;Mansa Ram Park;2
6000000;1450;Chattarpur;3
2600000;540;Burari;2
2700000;630;Burari;2
12000000;1200;Paschim Vihar;3
5500000;1080;Burari;3
5800000;900;Dwarka Mor;3
4700000;820;Dwarka Mor;3
2700000;625;Dwarka Mor;2
2400000;525;Dwarka Mor;2
3500000;750;Dwarka Mor;2
4200000;850;Dwarka Mor;3
5200000;1000;Uttam Nagar;3
3200000;800;Uttam Nagar;2
4299000;750;Uttam Nagar;3
3200000;800;Dwarka Mor;2
2499000;700;Dwarka Mor;2
4299000;750;Dwarka Mor;3
5200000;1000;Dwarka Mor;3
8900000;1400;Uttam Nagar;4
5500000;820;Uttam Nagar;3
2700000;625;Uttam Nagar;2
2400000;525;Uttam Nagar;2
7500000;1350;Uttam Nagar;3
7000000;1250;Uttam Nagar;4
3500000;750;Uttam Nagar;2
4200000;850;Uttam Nagar;3
16000000;1200;Alaknanda;2
8800000;1400;Chattarpur;3
12000000;1125;Sheikh Sarai;3
30000000;2650;Saket;4
12300000;1300;Palam;3
15000000;1200;Alaknanda;2
8400000;1800;Sector 18A Dwarka;2
10000000;1800;Sector 13 Dwarka;2
4199000;720;Dwarka Mor;3
2700000;540;Dwarka Mor;2
2550000;495;Dwarka Mor;2
3099000;585;Dwarka Mor;2
5000000;1000;Dwarka Mor;3
4500000;900;Dwarka Mor;3
2400000;500;Dwarka Mor;2
2000000;520;Dwarka Mor;2
6000000;1050;Dwarka Mor;3
2200000;510;Dwarka Mor;2
6500000;1100;Dwarka Mor;3
3500000;800;Dwarka Mor;3
3100000;750;Dwarka Mor;3
2800000;600;Dwarka Mor;2
13600000;1600;Alaknanda;3
11000000;1800;Sector 13 Dwarka;2
11700000;1400;Sector 6 Dwarka;3
18500000;1400;Kalkaji;3
17000000;1250;Alaknanda;2
19500000;1650;Alaknanda;3
28000000;1800;Saket;3
20500000;1800;Saket;3
8000000;1200;Vasant Kunj;3
3700000;720;Vasant Kunj;2
3700000;720;Vasant Kunj;2
14500000;1550;Alaknanda;3
14500000;1550;Alaknanda;3
16500000;1450;Saket;2
12800000;1800;Palam;3
14000000;1800;Sector 10 Dwarka;3
12800000;1800;Sector 7 Dwarka;3
8500000;1550;Chattarpur;3
8500000;1550;Chattarpur;3
29000000;2750;Saket;5
19000000;2250;Saket;4
14500000;1800;Sector-18 Dwarka;3
7500000;1250;Vasant Kunj;3
4500000;850;Vasant Kunj;2
4500000;850;Vasant Kunj;2
7500000;1150;Vasant Kunj;2
6500000;1000;Vasant Kunj;3
7500000;1170;Vasant Kunj;3
7000000;1100;Vasant Kunj;3
7500000;1200;Vasant Kunj;3
15000000;2000;Vasant Kunj;4
4400000;750;Vasant Kunj;2
5500000;900;Vasant Kunj;3
5500000;900;Vasant Kunj;3
17000000;1350;Saket;2
18000000;1500;Saket;2
13000000;1900;Sector 3 Dwarka;3
16000000;2600;Chattarpur;4
3300000;220;Sarvodaya Enclave;1
3300000;200;Sarvodaya Enclave;1
3300000;210;Sarvodaya Enclave;1
3300000;750;Chattarpur;2
3350000;220;Sarvodaya Enclave;1
32500000;1800;Vasant Kunj;3
6000000;1350;Chattarpur;2
5500000;1300;Chattarpur;3
4800000;1300;Chattarpur;3
4400000;1450;Chattarpur;3
8395000;531;Karol Bagh;2
5300000;1500;Chattarpur;3
17500000;1250;Vasant Kunj;2
4000000;900;Chattarpur;2
22500000;1750;Saket;3
27000000;3260;Saket;4
26000000;3450;Saket;3
21000000;2200;Saket;4
20000000;1750;Saket;3
21500000;1750;Saket;2
21000000;1600;Saket;3
18500000;1350;Saket;3
20000000;2160;Saket;3
29000000;2500;Saket;4
30000000;2850;Saket;4
16000000;1650;Saket;3
28200000;1880;Saket;3
6500000;1160;Chattarpur;3
4000000;900;Chattarpur;2
2499000;700;Uttam Nagar;2
3000000;750;Chattarpur;2
11000000;1100;Sector 13 Rohini;2
15500000;1650;Sector 13 Rohini;2
5700000;1125;Sheikh Sarai;3
7500000;650;Vasant Kunj;1
13000000;1100;Vasant Kunj;2
8500000;650;Vasant Kunj;1
11700000;1500;Sector 6 Dwarka;3
2100000;450;Greater Kailash;1
3500000;600;West Sagarpur;2
4400000;800;nawada;3
6700000;1125;Shahdara;3
2100000;450;West Sagarpur;1
4600000;500;Ashok Vihar;1
4500000;800;nawada;3
9000000;1000;Paschim Vihar;2
2000000;495;Dwarka Mor;2
8000000;1215;Shahdara;4
5100000;1500;Chattarpur;3
13000000;1500;Sector 21 Dwarka;3
11500000;1440;Shahdara;4
3000000;750;Dwarka Mor;3
3071000;818;Chattarpur;2
3300000;845;Chattarpur;2
18500000;1550;Vasant Kunj;3
19000000;1650;Vasant Kunj;3
14500000;1100;Vasant Kunj;2
22500000;1650;Vasant Kunj;3
6500000;550;Vasant Kunj;1
7000000;581;Vasant Kunj;1
4500000;1250;Chattarpur;3
5999000;1350;Chattarpur;3
22500000;1350;Safdarjung Enclave;2
7200000;580;Vasant Kunj;1
5100000;1500;Chattarpur;3
13000000;1500;Sector 21 Dwarka;3
11500000;1440;Shahdara;4
3000000;750;Dwarka Mor;3
17500000;1200;Vasant Kunj;3
47500000;2500;East of Kailash;4
4900000;1475;Chattarpur;3
2600000;833;Chattarpur;2
2800000;850;Chattarpur;2
2500000;900;Chattarpur;2
4351000;1450;Chattarpur;3
2900000;799;Chattarpur;2
4300000;1400;Chattarpur;3
4699000;1300;Chattarpur;3
3500000;765;Dwarka Mor;3
3000000;750;Dwarka Mor;3
2000000;450;Dwarka Mor;1
14800000;1030;Chittaranjan Park;3
15500000;1025;Chittaranjan Park;3
15500000;1025;Chittaranjan Park;3
16000000;1400;Chittaranjan Park;3
15500000;1035;Chittaranjan Park;3
15000000;1025;Chittaranjan Park;3
14800000;1030;Chittaranjan Park;3
15000000;1025;Chittaranjan Park;3
16000000;1400;Chittaranjan Park;3
14800000;1030;Chittaranjan Park;3
15500000;1025;Chittaranjan Park;3
14800000;1030;Chittaranjan Park;3
14800000;1030;Chittaranjan Park;3
14800000;1030;Chittaranjan Park;3
15500000;1035;Chittaranjan Park;3
15500000;1025;Chittaranjan Park;3
15500000;1025;Chittaranjan Park;3
15500000;1035;Chittaranjan Park;3
15500000;1035;Chittaranjan Park;3
15500000;1035;Chittaranjan Park;3
15500000;1025;Chittaranjan Park;3
15500000;1035;Chittaranjan Park;3
8000000;1125;Sector 23 Rohini;3
17500000;1350;Alaknanda;2
19500000;1650;Alaknanda;3
23000000;1650;Kalkaji;3
17500000;1350;Alaknanda;3
18500000;1400;Alaknanda;3
13500000;900;Sector 9 Rohini;2
2500000;410;Khirki Extension;1
12500000;1700;Sector 6 Dwarka;3
11399999;1800;Sector 12 Dwarka;3
40000000;2600;Vasant Kunj;3
21000000;1700;Vasant Kunj;2
22000000;1350;mayur vihar phase 1;3
30000000;2200;Vasant Kunj;2
8000000;580;Vasant Kunj;1
29000000;1800;Vasant Kunj;3
14000000;1100;Vasant Kunj;2
75000000;2000;Vasant Kunj;3
17000000;1150;Sector 13 Rohini;2
7500000;650;Vasant Kunj;1
16000000;1100;Vasant Kunj;1
16000000;1300;Vasant Kunj;2
11500000;1050;Vasant Kunj;1
9000000;1500;Uttam Nagar;4
8900000;1400;Uttam Nagar;4
4700000;820;Uttam Nagar;3
2700000;625;Uttam Nagar;2
2400000;525;Uttam Nagar;2
7500000;1350;Uttam Nagar;3
3500000;750;Uttam Nagar;2
4200000;850;Uttam Nagar;3
12000000;1100;Vasant Kunj;2
12000000;1000;Sector 13 Rohini;2
12500000;900;Sector 13 Rohini;2
12000000;950;Sector 13 Rohini;2
6900000;1565;Hauz Khas;3
2300000;450;Dashrath Puri;1
4200000;675;Sector 13 Rohini;3
19000000;1400;Rohini Sector 9;3
18000000;1500;Sector 9 Rohini;3
8499000;750;Pitampura;2
3200000;750;SULTANPUR;2
40000000;1485;Pitampura;3
5700000;1125;Sheikh Sarai;3
32500000;1800;Greater Kailash;3
5000000;810;Uttam Nagar;3
6200000;900;Uttam Nagar;3
5200000;765;Uttam Nagar;3
41800000;2550;Patparganj;4
5100000;1125;Shahdara;2
5233000;1300;Kaushambi;3
36000000;2250;Patparganj;3
25000000;1560;mayur vihar phase 1;3
9000000;650;Vasant Kunj;1
18500000;1700;Vasant Kunj;3
2868000;562;Shakurbasti;2
21500000;2100;Sector 6 Dwarka;4
21000000;1800;Sector 6 Dwarka;3
18000000;1500;Sector 6 Dwarka;3
13799999;1500;Sector 5 Dwarka;3
16000000;1500;Sector 10 Dwarka;3
20000000;2100;Sector 6 Dwarka;4
3325000;549;Karol Bagh;2
12500000;900;Sector 13 Rohini;3
8500000;1100;Mayur Vihar II;2
6300000;750;Mayur Vihar II;1
12500000;1200;Sector 13 Rohini;3
8700000;1050;Mayur Vihar II;2
19900000;1700;Vasant Kunj;2
15000000;1150;Vasant Kunj;2
22000000;1150;Vasant Kunj;2
21500000;1700;Vasant Kunj;3
21500000;1150;Vasant Kunj;2
28000000;1800;Vasant Kunj;3
22000000;1300;Vasant Kunj;2
5300000;855;Uttam Nagar;3
35000000;1953;Greater Kailash;3
19500000;1650;Vasant Kunj;3
4200000;750;Hari Nagar;2
5400000;855;Uttam Nagar;3
5100000;900;Hari Nagar;2
65000000;1950;Siri Fort;3
24900000;1900;Sector-18 Dwarka;4
22500000;1900;Sector 19 Dwarka;4
20500000;1900;Sector 11 Dwarka;4
17500000;1900;Sector 22 Dwarka;4
7200000;500;Vasant Kunj;1
14500000;800;Pitampura;2
8000000;1000;Pitampura;2
14000000;1500;Sector 10 Dwarka;3
7200000;500;Vasant Kunj;1
14500000;800;Pitampura;2
8000000;1000;Pitampura;2
2200000;450;Katwaria Sarai;1
14800000;1300;Sector 9 Rohini;2
12000000;900;Sector 9 Rohini;2
4500000;900;Hari Nagar;2
7000000;1600;Vasant Kunj;3
5500000;1000;Vasant Kunj;2
20000000;1150;Vasant Kunj;1
17500000;1800;Sector 6 Dwarka;3
14700000;1500;Sector 6 Dwarka;3
15500000;1500;Sector 5 Dwarka;3
9000000;950;Mayur Vihar II;2
3000000;450;Hari Nagar;1
11800000;1200;Paschim Vihar;2
3600000;650;Hari Nagar;2
17000000;1150;Mayur Vihar II;3
3000000;450;Hari Nagar;1
10500000;900;Sector 13 Rohini;2
5300000;855;Uttam Nagar;3
35000000;1953;Greater Kailash;3
5100000;900;Hari Nagar;2
65000000;1950;Siri Fort;3
12000000;1300;Mayur Vihar II;1
10000000;900;Sector 13 Rohini;2
20000000;2000;Mayur Vihar;3
27000000;1800;Vasant Kunj;2
4200000;800;Hari Nagar;2
21000000;1900;Sector 10 Dwarka;4
17500000;1900;Sector 22 Dwarka;4
11500000;1150;Sector 22 Dwarka;2
23000000;2000;Sector 19 Dwarka;4
13500000;1500;Sector 23 Dwarka;3
12400000;1150;Sector 19 Dwarka;2
16500000;1500;Sector-18 Dwarka;3
10500000;1150;Sector 7 Dwarka;2
17500000;1500;Sector 12 Dwarka;3
10500000;1150;Sector 3 Dwarka;2
3000000;450;Hari Nagar;1
11800000;1200;Paschim Vihar;2
3600000;650;Hari Nagar;2
19900000;1700;Vasant Kunj;2
24900000;1900;Sector-18 Dwarka;4
14500000;1500;Sector 3 Dwarka;3
20500000;1900;Sector 11 Dwarka;4
11500000;1150;Sector 22 Dwarka;2
23000000;2000;Sector 19 Dwarka;4
13500000;1500;Sector 23 Dwarka;3
12400000;1150;Sector 19 Dwarka;2
7200000;500;Vasant Kunj;1
14500000;800;Pitampura;2
8000000;1000;Pitampura;2
2200000;450;Katwaria Sarai;1
3325000;549;Karol Bagh;2
12000000;1300;Mayur Vihar II;1
10000000;900;Sector 13 Rohini;2
20000000;2000;Mayur Vihar;3
22000000;2000;Mayur Vihar;3
7000000;650;Vasant Kunj;1
29000000;1800;Vasant Kunj;3
7500000;650;Vasant Kunj;1
3000000;500;Hari Nagar;1
19500000;1100;Vasant Kunj;2
25000000;1800;Vasant Kunj;3
26000000;1700;Vasant Kunj;3
3400000;675;Mansa Ram Park;3
12500000;1200;Paschim Vihar;3
9000000;1000;Paschim Vihar;2
10000000;1200;Paschim Vihar;3
10000000;1200;Paschim Vihar;3
12500000;1000;Rohini Sector 9;2
9400000;1000;Rohini Sector 9;2
16500000;1350;Rohini Sector 9;3
15000000;1025;Rohini Sector 9;2
18500000;1250;Rohini Sector 9;3
10700000;1000;Rohini Sector 9;2
19500000;900;Rohini Sector 9;3
16000000;1500;Paschim Vihar;1
8000000;650;Vasant Kunj;1
16000000;1100;Vasant Kunj;2
19000000;1650;Vasant Kunj;3
11900000;1100;Jasola;2
11700000;1050;Jasola;2
11000000;1150;Jasola;2
11100000;1050;Jasola;2
11500000;1050;Jasola;2
13799999;1450;Jasola;3
12600000;1450;Jasola;3
11600000;1050;Jasola;2
13600000;1450;Jasola;3
4999000;600;Pitampura;1
14500000;1100;Vasant Kunj;2
3600000;650;Dashrath Puri;2
2400000;450;Dashrath Puri;1
5500000;900;Nasirpur;3
9000000;1200;Paschim Vihar;2
12000000;1350;Pitampura;3
16000000;1963;DLF Phase 5;4
11600000;1050;Jasola;2
13600000;1450;Jasola;3
12500000;1100;Vasant Kunj;2
9400000;1000;Rohini Sector 9;2
16500000;1000;Rohini Sector 9;2
15000000;1350;Rohini Sector 9;3
18500000;1025;Rohini Sector 9;2
10700000;1250;Rohini Sector 9;3
19500000;1000;Rohini Sector 9;2
16000000;900;Rohini Sector 9;3
8000000;1500;Paschim Vihar;1
16000000;650;Vasant Kunj;1
19000000;1100;Vasant Kunj;2
3902000;1650;Vasant Kunj;3
6800000;1000;Uttam Nagar;3
3075000;1400;Uttam Nagar;4
2200000;820;Uttam Nagar;3
2369000;520;Uttam Nagar;2
4000000;560;Uttam Nagar;2
6000000;1025;Uttam Nagar;3
3000000;1250;Uttam Nagar;4
2700000;800;Uttam Nagar;3
2500000;600;Uttam Nagar;2
17500000;650;Bharat Vihar;2
16800000;1711;Nanak Heri Village;3
8900000;1650;Sector 4 Dwarka;4
5500000;1100;Pitampura;3
2700000;1000;Sainik Farms;2
4000000;600;Bharat Vihar;2
2500000;900;Bharat Vihar;3
4000000;650;Bharat Vihar;2
2800000;900;Bharat Vihar;3
2800000;630;Bharat Vihar;2
2800000;900;Bharat Vihar;2
4000000;600;Bharat Vihar;2
4500000;800;Bindapur;3
5600000;810;Bindapur;3
4399000;900;Bindapur;3
4000000;720;Uttam Nagar;3
2700000;810;Bindapur;3
2500000;540;Bindapur;2
2700000;650;Bharat Vihar;2
2500000;600;Vikas Puri;2
2500000;540;Vikas Puri;2
3600000;500;Shahdara;2
6000000;675;nawada;2
6500000;1100;Bindapur;3
2500000;1500;Sainik Farms;3
2600000;540;Mahavir Enclave;2
2000000;540;Bindapur;2
3600000;700;Uttam Nagar;2
2000000;720;Uttam Nagar;3
2900000;550;Uttam Nagar;2
21000000;500;mayur vihar phase 1;2
2800000;1800;Paschim Vihar;3
2200000;580;Madhu Vihar;2
3200000;650;Bindapur;2
2500000;850;New Ashok Nagar;3
3200000;700;New Ashok Nagar;2
2600000;850;New Ashok Nagar;3
2400000;500;Uttam Nagar;1
5000000;650;New Ashok Nagar;2
2000000;760;New Ashok Nagar;2
16900000;650;New Ashok Nagar;2
15800000;1700;Sector 11 Dwarka;3
9500000;1700;Sector 11 Dwarka;3
2500000;800;Naraina;2
2500000;480;New Ashok Nagar;2
17800000;450;Sainik Farms;1
2400000;1650;Sector 12 Dwarka;3
4500000;650;New Ashok Nagar;2
2400000;900;Sainik Farms;3
2400000;650;New Ashok Nagar;2
5600000;650;New Ashok Nagar;2
2450000;900;mayur vihar phase 1;3
3175000;450;Patparganj;1
3300000;600;Patparganj;2
3200000;650;mayur vihar phase 1;2
2500000;650;mayur vihar phase 1;2
17800000;650;New Ashok Nagar;2
2400000;1650;Sector 12 Dwarka;3
4500000;650;New Ashok Nagar;2
2400000;900;Sainik Farms;3
25000000;650;New Ashok Nagar;2
13000000;1800;Tagore Garden Extension;3
20000000;1150;Paschim Vihar;3
4500000;1450;Paschim Vihar;2
20000000;810;Bindapur;3
3000000;1400;Paschim Vihar;3
29800000;585;Sainik Farms;2
2500000;2800;Sector 9 Dwarka;3
42500000;480;New Ashok Nagar;2
22000000;2100;New Friends Colony;4
21000000;1550;Alaknanda;3
2600000;2700;Lajpat Nagar;2
3700000;700;Sainik Farms;2
3800000;810;Bindapur;2
2400000;720;Uttam Nagar;3
2400000;650;New Ashok Nagar;2
4300000;650;New Ashok Nagar;2
2400000;900;Sainik Farms;2
5200000;650;New Ashok Nagar;2
20000000;900;Sainik Farms;3
15500000;1400;Paschim Vihar;3
2400000;1699;Sector 11 Dwarka;3
2400000;650;New Ashok Nagar;2
16500000;650;New Ashok Nagar;2
6000000;1550;Sector 5 Dwarka;3
24900000;1100;Sainik Farms;3
13500000;2500;Sector 14 Rohini;4
10000000;1050;Paschim Vihar;3
12600000;1321;Sector 3 Dwarka;2
5800000;1599;Sector 5 Dwarka;3
5700000;900;Dabri;3
2100000;900;Dabri;3
4400000;400;Mahavir Enclave;1
4500000;900;Mahavir Enclave;3
2200000;900;Mahavir Enclave;3
340000000;450;Mahavir Enclave;2
4100000;5500;R.K. Puram;4
3600000;990;Bharat Vihar;3
3500000;990;Bharat Vihar;3
3900000;900;Bharat Vihar;3
2800000;1050;Bharat Vihar;3
2720000;680;Bharat Vihar;2
2750000;650;Bharat Vihar;2
2600000;650;Bharat Vihar;2
2500000;620;New Ashok Nagar;2
3000000;650;New Ashok Nagar;2
2800000;850;New Ashok Nagar;3
2400000;700;New Ashok Nagar;2
2500000;650;New Ashok Nagar;2
4000000;700;New Ashok Nagar;2
2500000;1000;New Ashok Nagar;3
2500000;480;New Ashok Nagar;2
3800000;650;New Ashok Nagar;2
2700000;550;New Ashok Nagar;2
3600000;500;New Ashok Nagar;2
2800000;750;New Ashok Nagar;3
2800000;600;Uttam Nagar;2
2650000;600;Uttam Nagar;2
3200000;630;Uttam Nagar;2
2350000;990;Uttam Nagar;3
2500000;600;Uttam Nagar;2
2300000;560;Uttam Nagar;2
3499000;560;Uttam Nagar;2
340000000;900;Uttam Nagar;3
2655000;5500;R.K. Puram;4
3650000;630;Bharat Vihar;2
2700000;990;Bharat Vihar;3
2600000;600;Bharat Vihar;2
2750000;600;Bharat Vihar;2
15900000;620;Bharat Vihar;2
22000000;1858;Sector 6 Dwarka;3
4100000;2350;Sector 10 Dwarka;4
3600000;990;Bharat Vihar;3
2000000;990;Bharat Vihar;3
2200000;700;Uttam Nagar;2
2200000;650;Bindapur;2
2200000;650;Bindapur;2
10000000;650;Bindapur;2
12600000;1321;Sector 3 Dwarka;2
2700000;1599;Sector 5 Dwarka;3
3600000;500;New Ashok Nagar;2
2200000;750;New Ashok Nagar;3
3000000;500;New Ashok Nagar;2
3000000;900;New Ashok Nagar;3
2800000;850;New Ashok Nagar;3
2400000;700;New Ashok Nagar;2
2600000;650;New Ashok Nagar;2
2500000;700;New Ashok Nagar;2
5000000;480;New Ashok Nagar;2
2500000;750;New Ashok Nagar;3
2600000;650;New Ashok Nagar;2
2500000;620;New Ashok Nagar;2
3000000;650;New Ashok Nagar;2
2800000;850;New Ashok Nagar;3
2400000;700;New Ashok Nagar;2
2100000;650;New Ashok Nagar;2
4400000;400;Mahavir Enclave;1
4500000;900;Mahavir Enclave;3
2200000;900;Mahavir Enclave;3
2200000;450;Mahavir Enclave;2
3600000;450;Mahavir Enclave;2
21000000;720;Uttam Nagar;3
19500000;1400;Paschim Vihar;3
15500000;2150;Sector 19 Dwarka;4
17200000;1750;Sector 10 Dwarka;3
15200000;1750;Sector 6 Dwarka;3
12700000;1750;Sector 3 Dwarka;3
12500000;1350;Sector 6 Dwarka;2
17200000;1250;Sector 19 Dwarka;2
19200000;1750;Sector 22 Dwarka;3
23500000;1950;Sector 22 Dwarka;3
16800000;2350;Sector 6 Dwarka;4
19800000;1700;Sector 11 Dwarka;3
17200000;2250;Sector 4 Dwarka;4
15000000;1850;Sector 4 Dwarka;3
6500000;1200;Vijay Mandal Enclave;2
5500000;1080;Uttam Nagar;3
4500000;900;nawada;3
2800000;900;Mansa Ram Park;3
2600000;590;Dwarka Mor;2
4300000;465;Uttam Nagar;2
6800000;810;Dwarka Mor;3
17500000;800;Sector 17 Dwarka;2
13700000;2000;Sector 8 Dwarka;4
18000000;2000;Sector 8 Dwarka;3
18000000;1500;Alaknanda;3
4000000;1500;Alaknanda;3
4000000;720;Bindapur;3
4000000;720;Bindapur;3
4000000;720;Bindapur;3
4000000;720;Bindapur;3
4000000;720;Bindapur;3
4000000;720;Bindapur;3
4000000;720;Bindapur;3
3000000;720;Bindapur;3
3150000;720;Bindapur;3
2500000;720;Bindapur;3
4500000;540;Uttam Nagar;2
3500000;900;Uttam Nagar;3
2500000;720;Bindapur;3
2500000;495;Uttam Nagar;2
4000000;540;Bindapur;2
4000000;900;Uttam Nagar;3
14000000;720;Bindapur;3
12000000;2000;Sector 8 Dwarka;3
14200000;1600;Sector 22 Dwarka;3
14600000;2000;Sector 8 Dwarka;3
33500000;2000;Sector 8 Dwarka;3
28000000;2800;Sector 22 Dwarka;4
11000000;2870;Sector 12 Dwarka;4
4400000;1250;Jasola;2
10800000;1300;Chattarpur;3
4000000;1200;Sector 13 Dwarka;2
4000000;516;Badarpur;1
4300000;516;Badarpur;1
4100000;516;Badarpur;1
4000000;550;Sarita Vihar;1
11500000;550;Sarita Vihar;1
4300000;1600;Sector 22 Dwarka;3
14500000;516;Badarpur;1
35000000;1100;Masjid moth;3
32000000;2200;Vasant Kunj;4
20000000;2700;Vasant Kunj;4
20000000;1800;Vasant Kunj;2
3600000;1450;Vasant Kunj;3
11500000;550;Sarita Vihar;1
11500000;1600;Sector 22 Dwarka;3
19000000;1600;Sector 22 Dwarka;3
3700000;1800;Punjabi Bagh;3
4000000;580;Sarita Vihar;1
29000000;580;Sarita Vihar;1
5000000;1200;Hauz Khas;3
34000000;530;Sarita Vihar;1
15900000;1800;Gulmohar Enclave;4
13500000;1850;Sector 12 Dwarka;3
11700000;1800;Sector-18 Dwarka;3
15200000;1300;Sector 22 Dwarka;2
3600000;1800;Sector 10 Dwarka;3
4400000;520;Sarita Vihar;1
4000000;520;Sarita Vihar;1
5100000;562;Sarita Vihar;1
5000000;580;Sarita Vihar;1
4100000;516;Badarpur;1
9900000;516;Sarita Vihar;1
24500000;1400;Sector 3 Dwarka;2
2250000;2000;Sector 2 Dwarka;3
6500000;540;Uttam Nagar;1
3800000;750;Paschim Vihar;2
3900000;550;Jasola Vihar Sector 8 Road;1
3900000;594;Sarita Vihar;1
4300000;520;Sarita Vihar;1
5000000;516;Badarpur;1
4600000;550;Jasola Vihar Sector 8 Road;1
3750000;565;Jasola Vihar Sector 8 Road;1
13500000;550;Jasola;1
13000000;1800;Palam;3
20000000;1800;Sector 5 Dwarka;3
4000000;1250;Rohini Sector 9;3
8700000;750;Bharthal;1
3500000;700;Sheikh Sarai Phase2 New Delhi;2
32500000;516;Sarita Vihar;1
8500000;2800;Sector 11 Dwarka;4
38400000;1000;Sheikh Sarai Phase2 New Delhi;2
2800000;1450;Pitampura;3
15500000;550;Govindpuri;2
11000000;1680;Sector-18 Dwarka;3
8500000;1300;Sheikh Sarai Phase2 New Delhi;2
7500000;700;Sheikh Sarai Phase2 New Delhi;2
19500000;600;Sheikh Sarai Phase2 New Delhi;1
2500000;1400;Sheikh Sarai;2
2549000;585;Govindpuri;2
2399000;620;Govindpuri;2
15000000;540;Govindpuri;2
7000000;1100;Masjid moth;3
15800000;550;Sheikh Sarai Phase2 New Delhi;1
16000000;1800;Sector 6 Dwarka;3
18500000;2050;Sector 9 Dwarka;4
14200000;2200;Sector 18A Dwarka;4
13500000;1900;Sector 10 Dwarka;4
13000000;1700;Sector 10 Dwarka;3
3700000;1900;Sector 8 Dwarka;3
6500000;510;Sarita Vihar;1
13400000;900;Abul Fazal Enclave Jamia Nagar;3
17600000;1500;Sector 3 Dwarka;3
23500000;1800;Sector 6 Dwarka;3
11900000;2300;Sector 19 Dwarka;4
14000000;1250;Sector 22 Dwarka;2
8700000;1800;Sector 3 Dwarka;3
4200000;1350;Jamia Nagar;3
3599000;516;Badarpur;1
14500000;516;Sarita Vihar;1
14000000;1700;Sector 10 Dwarka;3
15500000;1750;Sector 19 Dwarka;3
28500000;1750;Sector 4 Dwarka;3
12100000;3500;Sector 19 Dwarka;5
14500000;1300;Sector 22 Dwarka;2
4300000;1700;Sector 10 Dwarka;3
9500000;1250;Chattarpur;3
240000000;850;Greater kailash 1;1
3300000;7254;Greater Kailash;5
2400000;400;Ramesh Nagar;1
4000000;585;Shaheen Bagh Jamia Nagar;2
11000000;990;Batla House Jamia Nagar;3
3400000;1400;Sector 1A Dwarka;3
11000000;720;Zakir Nagar;3
15800000;1440;Shaheen Bagh Jamia Nagar;3
12500000;1700;Sector 10 Dwarka;3
16000000;1600;Sector 22 Dwarka;3
17500000;1650;i p extension patparganj;3
2500000;1850;Sector 6 Dwarka;3
4500000;585;Shaheen Bagh Jamia Nagar;2
15000000;1080;Batla House Jamia Nagar;3
6000000;900;Paschim Vihar;3
3950000;1350;Shaheen Bagh Jamia Nagar;3
3500000;516;Badarpur;1
13000000;700;Neb Sarai;2
24500000;1658;Sector 19 Dwarka;3
3100000;2450;Sector 12 Dwarka;4
140000000;765;Jogabai Extension New Delhi;2
11000000;1953;Jor bagh;3
45000000;1350;Shaheen Bagh Jamia Nagar;4
37500000;4500;Sector-18 Dwarka;5
