Price;ft2;Location;No. of Bedrooms
2247000;1000;Noida;3
2180000;800;Noida;2
2110000;800;Noida;2
2840000;800;Noida;2
2300000;1000;Noida;3
2012000;800;Noida;2
5000000;800;Noida Road;2
2303000;1000;Noida;3
2362000;1000;Noida;3
3132000;800;Noida;2
2087000;1000;Noida;3
2900000;800;Noida;2
2129000;1000;Noida;3
2952000;800;Noida;2
2240000;1000;Noida;3
2210000;800;Noida;2
2909000;800;Noida;2
2053000;1000;Noida;3
2180000;800;Noida Road;2
2891000;800;Noida;2
2350000;1000;Noida;3
2900000;800;Noida;2
2900000;1005;Noida;3
2102000;1000;Noida;3
2545000;800;Noida;2
2308000;1000;Noida;3
2931000;800;Noida;2
2283000;1000;Noida;3
2226000;800;Noida;2
2967000;800;Noida;2
2094000;1000;Noida;3
2305000;800;Noida;2
2941000;800;Noida;2
2312000;1000;Noida;3
2919000;800;Noida;2
2227000;800;Noida;2
2700000;800;Noida;2
2314000;1000;Noida;3
2256000;800;Noida;2
2138000;800;Noida;2
2144000;800;Noida;2
2700000;800;Noida;2
2302000;1000;Noida;3
2950000;800;Noida;2
2895000;1000;Noida;3
2224000;1000;Noida;3
2800000;800;Noida;2
2400000;1000;Noida Road;3
2100000;800;Noida;2
2211000;800;Noida;2
2635000;800;Noida;2
2229000;801;Noida;2
2190000;800;Noida;2
2361000;800;Noida;2
2980000;800;Noida;2
2358000;1000;Noida;3
2073000;820;Noida;2
2336000;800;Noida;2
2943000;800;Noida;2
2820000;1000;Noida;3
2211000;1000;Noida;3
2353000;800;Noida;2
2942000;800;Noida;2
3020000;1000;Noida;3
2293000;1000;Noida;3
2222000;800;Noida;2
2870000;800;Noida;2
2350000;1000;Noida;3
2900000;800;Noida;2
2356000;1000;Noida;3
2400000;800;Noida;2
3000000;800;Noida;2
2055000;1000;Noida;3
2199000;800;Noida;2
2200000;800;Noida;2
2900000;800;Noida;2
2790000;1000;Noida;3
2100000;1000;Noida;3
2169000;800;Noida;2
2383000;800;Noida;2
2952000;800;Noida;2
2167000;1000;Noida;3
2750000;800;Noida;2
2107000;1000;Noida;3
2400000;800;Noida;2
2350000;800;Noida;2
2116000;800;Noida;2
2019000;810;Noida;2
2266000;800;Noida;2
2700000;800;Noida;2
2314000;1000;Noida;3
2256000;800;Noida;2
2138000;800;Noida;2
2144000;800;Noida;2
2700000;800;Noida;2
2302000;1000;Noida;3
2950000;800;Noida;2
2895000;1000;Noida;3
2224000;1000;Noida;3
2800000;800;Noida;2
2310000;1000;Noida Road;3
2400000;800;Noida;2
2100000;800;Noida;2
2900000;800;Noida;2
2000000;1000;Noida;3
2800000;800;Noida;2
2100000;800;Noida;2
2700000;800;Noida;2
2120000;800;Noida;2
2100000;800;Noida;2
2254000;800;Greater Kailash;2
2800000;800;Greater Kailash;2
2900000;1000;Greater Kailash;3
2283000;1000;Greater Kailash;3
2292000;800;Greater Kailash;2
2400000;800;Greater Kailash;2
2100000;800;Noida;2
2900000;800;Noida;2
2000000;1000;Noida;3
2800000;800;Noida;2
2100000;800;Noida;2
2700000;800;Noida;2
2120000;800;Noida;2
2350000;800;Noida;2
3000000;800;Noida;2
2980000;1000;Noida Road;3
2819000;800;Noida;2
2129000;1000;Noida;3
2207000;800;Noida;2
2205000;800;Noida;2
2159000;800;Noida;2
2221000;800;Noida;2
2282000;800;Noida;2
2086000;800;Noida;2
2230000;800;Noida;2
2535000;800;Noida;2
2730000;1000;Noida;3
2120000;1000;Noida;3
2235000;800;Noida;2
2410000;800;Noida;2
2080999;800;Noida;2
2237000;800;Noida;2
2194000;800;Noida;2
2882000;800;Noida;2
2390000;1000;Noida;3
2910000;800;Noida;2
2236000;1000;Noida;3
2913000;800;Noida;3
2814000;1000;Noida;3
2165000;1000;Noida;3
2246000;800;Noida;2
2350000;800;Noida;2
2843000;800;Noida;2
2284000;1000;Noida;3
2883000;1000;Noida;3
2181000;1000;Noida;3
2207000;800;Noida;2
2800000;800;Noida;2
2714000;1000;Noida;3
2132000;1000;Noida;3
2184000;800;Noida;2
2263000;800;Noida Road;2
2777000;800;Noida;2
2239000;1000;Noida;3
2810000;800;Noida;2
2059000;1000;Noida;3
2273000;800;Noida;2
2780000;800;Noida;2
2800000;800;Noida;2
2980000;800;Noida;2
2700000;1000;Noida;3
2150000;1000;Noida;3
2125000;780;Noida;2
2750000;800;Noida;2
3000000;1000;Noida;3
3014000;1000;Noida;3
2249000;1000;Noida Road;3
2300000;800;Noida Road;2
2253000;800;Noida;2
2980000;1000;Noida;3
2075000;1000;Noida;3
2800000;800;Noida;2
2980000;1000;Noida Road;3
2819000;800;Noida;2
2129000;1000;Noida;3
2207000;800;Noida;2
2700000;800;Noida;2
2122000;1000;Noida;3
2061000;800;Noida;2
2258000;800;Noida;2
2100000;800;Noida;2
2350000;800;Noida;2
2920000;800;Noida;2
2480000;1000;Noida;3
2214000;800;Noida;2
2947000;800;Noida;2
3042000;1000;Noida;3
3057000;1000;Noida;3
2356000;1000;Noida;3
2400000;800;Noida;2
3000000;800;Noida;2
2055000;1000;Noida;3
2199000;800;Noida;2
2200000;800;Noida;2
2900000;800;Noida;2
2310000;1000;Noida;3
2350000;800;Noida;2
2700000;800;Noida;2
3010000;800;Noida;2
2300000;1000;Noida;3
2700000;800;Noida;2
2780000;800;Noida;2
2800000;800;Noida;2
2600000;800;Noida;2
2350000;1000;Noida;3
3010000;800;Noida;2
2300000;1000;Noida;3
2800000;800;Noida;2
2980000;800;Noida;2
2800000;1000;Noida;3
3100000;800;Noida;2
2390000;1000;Noida;3
2700000;800;Noida;2
5000000;800;Noida;2
3034000;500;Noida;1
2350000;1000;Noida;3
2500000;800;Noida;2
2700000;1000;Noida;3
3000000;800;Noida;2
3300000;1000;Noida;3
2450000;1000;Noida Road;3
20299999;800;Noida;2
3021000;1000;Noida;3
2242000;1000;Noida;3
2819000;800;Noida;2
2207000;1000;Noida;3
2355000;800;Noida;2
2400000;800;Noida;2
2030000;800;Noida;2
2248000;1000;Noida;3
2840000;800;Noida;2
2948000;1000;Noida;3
2075000;1000;Noida;3
2098000;800;Noida;2
2287000;800;Noida;2
2235000;810;Noida;2
2350000;800;Noida;2
2910000;800;Noida;2
2222000;1000;Noida;3
2278000;800;Noida;2
2242000;800;Noida;2
2242000;800;Noida;2
2953000;800;Noida;2
2150000;1000;Noida;2
2129000;800;Noida Road;2
2207000;800;Noida;2
2715000;800;Noida;2
2122000;1000;Noida;3
2950000;800;Noida;2
2300000;1000;Noida;3
2100000;800;Noida;2
2933000;800;Noida;2
2910000;1000;Noida;3
2237000;1000;Noida;3
2285000;800;Noida;2
2983000;800;Noida;2
2073999;1000;Noida;3
2870000;800;Noida;2
2180000;1000;Noida;3
2819000;800;Noida;2
2207000;1000;Noida;3
2355000;800;Noida;2
2400000;800;Noida;2
2030000;800;Noida;2
2248000;1000;Noida;3
2840000;800;Noida;2
2948000;1000;Noida;3
2075000;1000;Noida;3
2098000;800;Noida;2
2287000;800;Noida;2
2235000;810;Noida;2
2350000;800;Noida;2
2910000;800;Noida;2
2222000;1000;Noida;3
2278000;800;Noida;2
2242000;800;Noida;2
2242000;800;Noida;2
2953000;800;Noida;2
2150000;1000;Noida;2
2129000;800;Noida Road;2
2207000;800;Noida;2
2715000;800;Noida;2
2122000;1000;Noida;3
2950000;800;Noida;2
2300000;1000;Noida;3
2100000;800;Noida;2
2933000;800;Noida;2
2910000;1000;Noida;3
2237000;1000;Noida;3
2285000;800;Noida;2
2983000;800;Noida;2
2073999;1000;Noida;3
2870000;800;Noida;2
2180000;1000;Noida;3
2832000;800;Noida;2
3015000;1000;Noida;3
3023000;1000;Noida;3
2400000;800;Noida;3
2900000;800;Noida;2
2200000;1000;Noida;3
3005000;800;Noida;2
2106000;1000;Noida;3
2306000;800;Noida;2
2122000;800;Noida;2
3016000;800;Noida;2
3900000;1100;Noida;3
2451000;750;New Manglapuri;2
8500000;500;Uttam Nagar;2
20000000;855;Paschim Vihar;2
4500000;1000;Rohini sector 24;2
6500000;850;West End;2
9500000;850;West End;2
4500000;850;West End;3
5500000;800;Sector 15 Rohini;2
8000000;750;Sector 15 Rohini;2
6500000;950;Sector 15 Rohini;3
10000000;800;Sector 15 Rohini;2
10000000;1100;Sector 15 Rohini;3
7500000;850;Sector 15 Rohini;2
4700000;1000;Dwarka Mor;3
2000000;820;Dwarka Mor;3
2700000;500;Dwarka Mor;1
2400000;625;Dwarka Mor;2
8900000;525;Dwarka Mor;2
3500000;1050;Dwarka Mor;4
4200000;750;Dwarka Mor;2
3651000;850;Dwarka Mor;3
2451000;720;Uttam Nagar;3
4551000;540;Uttam Nagar;2
3251000;900;Uttam Nagar;3
2800000;675;Uttam Nagar;3
4551000;650;Uttam Nagar;2
13000000;900;Uttam Nagar;3
35500000;1700;Sector 10 Dwarka;3
5000000;2450;Model Town;3
4000000;1000;Dwarka Mor;3
2000000;900;Dwarka Mor;3
5000000;500;Dwarka Mor;1
3000000;1000;Uttam Nagar;3
4000000;750;Dwarka Mor;2
2600000;900;Uttam Nagar;3
3000000;650;Dwarka Mor;2
3500000;750;Uttam Nagar;2
3500000;850;Dwarka Mor;3
2500000;850;Uttam Nagar;3
2500000;600;Dwarka Mor;2
5500000;600;Uttam Nagar;2
4000000;1050;Uttam Nagar;3
7500000;800;Uttam Nagar;2
7500000;850;Sector 4 Dwarka;1
12000000;850;Sector 4 Dwarka;1
54200000;1400;Sector 2 Dwarka;2
42300000;4376;MG Road Ghitorni;4
6500000;5582;Gurgaon Delhi Expressway;5
5200000;1225;Sector 12 Dwarka;3
6500000;600;Sector 22 Dwarka;1
6500000;2360;Tigri;3
4500000;1020;Sector 22 Dwarka;2
12800000;600;Sector 22 Dwarka;1
15000000;1400;Sector 6 Dwarka;2
60000000;1900;Sector 8 Dwarka;3
80000000;1103;Chattarpur;2
20000000;1105;Ghitorni;2
50000000;1106;Dharampura;2
50000000;1107;Chattarpur;2
55000000;1207;Chattarpur;2
3500000;1201;Ansal Satbari;2
2300000;585;Delhi;2
3000000;800;Noida Road;2
2600000;1000;Noida;3
2350000;1000;Noida;3
17800000;800;Noida;2
2800000;800;Noida;2
2200000;800;Noida;2
2900000;800;Noida;2
2600000;1000;Noida;2
2000000;1000;Noida;3
8500000;800;Noida;2
16500000;1498;Delhi Meerut Expressway;3
2700000;1965;47 Sector 22 Road;3
28000000;586;78 Sector 6 Road;2
2500000;1600;Sector C Vasant Kunj;4
2600000;600;Hari Nagar;1
2400000;600;Hari Nagar;1
2600000;650;Hari Nagar;1
3500000;750;Hari Nagar;2
6500000;1200;Hari Nagar;2
4700000;2900;Hari Nagar;4
2100000;650;Hari Nagar;2
2500000;550;Hari Nagar;1
2500000;810;Hari Nagar;2
12500000;600;Hari Nagar;3
3600000;2700;Hari Nagar;6
5400000;750;Hari Nagar;2
4500000;1200;Hari Nagar;2
5400000;1000;Hari Nagar;4
5600000;550;Hari Nagar;1
2900000;810;Hari Nagar;2
11500000;900;Hari Nagar;2
6000000;1000;Sector 12 Dwarka;2
35900000;240;CD Block Dakshini Pitampura;1
3590000;2000;Rajouri Garden;3
3590999;2000;Rajouri Garden;3
6900000;2000;Rajouri Garden;3
8600000;1537;Vishal Enclave;3
3700000;1709;Vishal Enclave;3
4500000;1100;Chanakya Puri;2
13000000;2911;59 Sector 22 Road;3
17500000;900;Block D;2
24000000;1200;Kalkaji;3
24000000;1200;Alaknanda;3
17500000;1200;Alaknanda;3
8500000;1200;Kalkaji;3
9000000;750;Vasant Kunj;1
3800000;750;Vasant Kunj;1
6200000;720;Uttam Nagar;3
4700000;900;Uttam Nagar;3
15500000;900;Uttam Nagar;3
18000000;1050;Vasant Kunj;2
2500000;1350;Vasant Kunj;3
4000000;600;Sector 4 Rohini;3
298500000;1200;Green Park;3
4000000;6521;Chattarpur;5
17500000;810;KarKardooma;2
17500000;1442;Nirman Vihar;3
4500000;1400;Preet Vihar;3
14000000;677;Nirman Vihar;2
43500000;1143;Gagan Vihar;3
2800000;2340;Preet Vihar;4
20000000;1250;Greater Kailash;3
32500000;1200;Sector 22 Dwarka;3
198900000;2111;Preet Vihar;4
285400000;6541;Ghitorni;5
2500000;6521;Chattarpur;5
12500000;700;Dwarka Mor;1
8500000;1490;West End;3
17500000;1197;Preet Vihar;3
18000000;605;Preet Vihar;3
30000000;1620;Om Vihar;3
12500000;2808;Om Vihar;2
704400000;1490;West End;3
18000000;6544;Panchsheel Park;5
30000000;1620;Om Vihar;3
2700000;2808;Om Vihar;2
2100000;450;KarKardooma;2
6500000;2160;Om Vihar;4
19000000;900;Om Vihar;2
28000000;1610;Delhi;2
11500000;1629;Delhi;2
6000000;2700;Preet Vihar;6
6500000;1102;Om Vihar;2
18000000;945;Preet Vihar;2
5500000;1620;Om Vihar;2
17500000;738;Anand Niketan;2
5500000;1401;Preet Vihar;2
8500000;738;KarKardooma;2
6500000;1101;Preet Vihar;2
18000000;945;Preet Vihar;2
20000000;1620;Nirman Vihar;3
21000000;1800;Om Vihar;2
13000000;1728;Om Vihar;3
70000000;1323;Om Vihar;3
5500000;1422;Om Vihar;3
6000000;1000;Om Vihar;2
2500000;927;Om Vihar;2
66500000;450;Om Enclave Mithapur Extension;2
6500000;400;Pushpanjali Enclave;2
23500000;2195;Kundli;4
3650000;2600;Sector 19 Dwarka;4
2700000;540;Nawada Extension;2
4700000;585;nawada;2
5100000;900;nawada;3
2300000;900;nawada;3
3700000;500;Mansa Ram Park;2
2500000;675;Mansa Ram Park;3
5015000;550;Bindapur;2
5800000;1930;Kundli;4
2500000;900;Uttam Nagar;3
8750000;600;Sadulajab;1
2100000;950;Vasundhara Enclave;2
2950000;800;Noida;2
2400000;1000;Noida;3
2400000;800;Noida;2
2715000;1000;Noida;3
2600000;800;Noida;2
2330000;1000;Noida;3
2871000;800;Noida;2
2254000;1000;Noida;3
2247000;800;Noida;2
2880000;800;Noida;2
2378000;800;Noida;3
2249000;800;Noida;2
2500000;800;Noida;2
2900000;1000;Noida;3
2250000;1000;Noida;3
2255000;800;Noida;2
2900000;800;Noida;2
2900000;1000;Noida;3
2828000;1000;Noida;3
2100000;1000;Noida;3
2900000;800;Noida;2
2138000;1000;Noida;3
2250000;800;Noida;2
2326000;800;Noida;2
2900000;800;Noida;2
2650000;1000;Noida;3
2250000;1000;Noida;3
2715000;800;Greater Kailash;2
2250000;800;Noida;2
2980000;800;Noida;2
3025000;1000;Greater Kailash;3
2240000;1000;Greater Kailash;3
2300000;800;Greater Kailash;2
2398000;800;Greater kailash 1;2
2990000;800;Greater Kailash;2
2896000;1000;Greater Kailash;3
2262000;1000;Greater Kailash;3
2813000;800;Greater Kailash;2
2205000;1000;Greater Kailash;3
2262000;800;Greater Kailash;2
2813000;800;Greater Kailash;2
2205000;1000;Greater Kailash;3
3005000;800;Greater Kailash;2
2374000;1000;Greater Kailash;3
2980000;800;Greater Kailash;2
2957000;1000;Noida;3
2950000;1000;Noida;3
2053000;1000;Noida Road;3
2817000;800;Noida;2
2650000;1000;Noida;3
2250000;1000;Noida;3
2250000;800;Greater Kailash;2
2980000;800;Noida;2
3025000;1000;Greater Kailash;3
2240000;1000;Greater Kailash;3
2300000;800;Greater Kailash;2
2398000;800;Greater kailash 1;2
2990000;800;Greater Kailash;2
2321000;1000;Greater Kailash;3
2850000;800;Noida;2
3020000;1000;Noida;3
2197000;1000;Noida;3
2100000;800;Noida;2
2126000;800;Noida;2
2350000;800;Noida;2
2950000;800;Noida;2
2915000;1000;Noida;3
2000000;1000;Noida;3
2718000;800;Noida;2
2200000;1000;Noida;3
2250000;800;Noida Road;2
2326000;800;Noida;2
2900000;800;Noida;2
2730000;1000;Noida;3
2236000;800;Noida;2
2400000;820;Noida;2
2119000;500;Noida;2
2318000;800;Noida;2
2560000;800;Noida;2
2918000;1000;Noida;3
2700000;800;Noida;2
2016000;1000;Noida;3
2216000;800;Noida;2
2910000;800;Noida;2
2100000;1000;Noida;3
5030000;800;Noida;2
2360000;1000;Noida;3
3016000;800;Noida;2
4500000;1000;Noida;3
3800000;1125;Sector 24 Rohini;4
15800000;980;Sector 24 Rohini;3
12600000;1700;Sector 11 Dwarka;3
21900000;1400;Sector 12 Dwarka;2
3600000;2100;Sector 22 Dwarka;3
3700000;700;Mahavir Enclave;2
3500000;700;Mahavir Enclave;2
2650000;700;Mahavir Enclave;2
4999000;600;nawada;2
2600000;950;Uttam Nagar;3
4200000;450;Uttam Nagar;2
20000000;1300;Sector 14 Dwarka;4
13500000;1500;Pitampura;3
12500000;900;Rohini Sector 9;2
11000000;1100;Sector 17 Dwarka;2
120000000;1100;Sector 17 Dwarka;2
300000000;2400;Block Wb Ganesh Nagar II;3
80000000;3460;Block C;4
45000000;2250;Block E;4
2500000;3850;72 Sector 23 Road;4
3999000;750;Neb Sarai;2
2499000;720;Dwarka Mor;3
2300000;435;Dwarka Mor;2
2600000;410;Dwarka Mor;2
6498999;450;Dwarka Mor;2
5000000;990;Dwarka Mor;3
4299000;810;Dwarka Mor;3
2600000;725;Dwarka Mor;3
20000000;675;Dwarka Mor;3
60000000;1485;Delhi;3
6500000;1800;Chittaranjan Park;4
4000000;1300;Uttam Nagar;4
3500000;950;Uttam Nagar;3
3000000;850;Uttam Nagar;3
2400000;750;Uttam Nagar;3
2000000;600;Uttam Nagar;2
4500000;550;Uttam Nagar;2
130000000;1000;Uttam Nagar;3
9000000;4300;Aurobindo Marg;4
3000000;900;Shivalik;2
2500000;540;Uttam Nagar;2
3000000;500;Bindapur;2
2100000;550;Uttam Nagar;2
2800000;540;Uttam Nagar;2
3600000;400;Shastri Nagar;1
4200000;675;Uttam Nagar;2
2800000;1000;Uttam Nagar;3
14500000;540;Uttam Nagar;2
14500000;1600;Sector 11 Dwarka;3
11800000;1600;Sector 4 Dwarka;3
2700000;1250;Sector 2 Dwarka;2
11800000;675;Matiala;2
3600000;1250;Sector 2 Dwarka;2
4200000;675;Uttam Nagar;2
2800000;1000;Uttam Nagar;3
6680000;540;Uttam Nagar;2
2500000;1200;Bindapur;4
18000000;500;Bindapur;2
2951000;1800;Kirti Nagar;3
4500000;650;Uttam Nagar;1
2000000;1000;Bindapur;3
3750000;550;Uttam Nagar;2
18000000;750;Uttam Nagar;3
16000000;1500;Alaknanda;3
2800000;1500;Alaknanda;2
3600000;400;Shastri Nagar;1
3300000;710;Uttam Nagar;2
4600000;650;Uttam Nagar;2
4200000;850;Uttam Nagar;3
2700000;750;Uttam Nagar;3
2700000;550;Uttam Nagar;2
3651000;550;Uttam Nagar;2
3675000;830;Uttam Nagar;1
35000000;750;Uttam Nagar;3
3200000;1900;Rajpur Road;3
55000000;850;Uttam Nagar;2
77500000;1786;Okhla;3
30000000;2340;Okhla;4
47500000;979;Okhla;2
77500000;1440;Okhla;2
65000000;2234;Okhla;4
55000000;1872;Kamla Nagar;3
35000000;405;Om Nagar;2
2868000;2500;Om Nagar;4
22500000;562;Residential FlatShakurbasti;2
12500000;2020;Residential FlatRajouri Garden;3
2300000;1650;Dwarka Mor;3
2100000;1650;Dwarka Mor;3
2400000;1700;Dwarka Mor;3
16000000;2100;Dwarka Mor;2
16000000;1700;Dwarka Mor;2
7500000;1700;Dwarka Mor;2
7000000;1615;77 Sector 6 Road;3
12500000;1080;78 Sector 6 Road;2
7000000;1490;Dwarka Mor;2
2400000;1250;77 Sector 6 Road;2
2200000;2100;Dwarka Mor;2
3200000;2700;Kundli Manesar Palwal Expressway;4
85399999;1400;Delhi Meerut Expressway;2
13300000;6521;Vasant Kunj;4
6500000;2210;82 Sector 22 Road;3
13200000;600;Dwarka Mor;2
90000000;1400;Dwarka Road;3
13000000;720;KarKardooma;2
5500000;1323;Delhi Meerut Expressway;3
13500000;981;Krishna Park Jawahar Park;2
25000000;1152;Om Vihar;2
22500000;1809;Om Nagar;3
6000000;1620;Om Nagar;3
5500000;1102;CVD Line;2
254100000;981;Om Nagar;2
235200000;6251;Sainik Farms;6
8000000;3652;Greater Kailash II;4
3600000;450;South Anarkali Delhi;1
10800000;1269;Gurgaon Delhi Expressway;2
141100000;1200;Dwarka Mor;2
4500000;2741;South Extension Part 1;3
4500000;1035;Dwarka Mor;3
2900000;1035;Dwarka Mor;3
4400000;650;Uttam Nagar;2
4999000;800;Uttam Nagar;3
2599000;950;Uttam Nagar;3
2899000;450;Uttam Nagar;2
4400000;650;Uttam Nagar;2
4200000;800;Uttam Nagar;3
4500000;600;Uttam Nagar;3
5700000;890;Uttam Nagar;3
2500000;1089;Delhi;3
4800000;540;Bindapur;2
5000000;810;Shahdara;3
4200000;765;Uttam Nagar;3
17500000;720;Bindapur;3
73000000;1500;Saket;2
23500000;2700;Defence Colony;4
2200000;2200;Ashram New;4
2200000;800;Noida;2
2211000;800;Noida;2
2050000;800;Noida;2
2549000;800;Noida;2
2195000;1000;Noida;3
2082000;800;Noida;2
2124000;800;Greater Kailash;2
2723000;800;Greater Kailash;2
2250000;1000;Greater Kailash;3
2815000;800;Noida;2
2930000;1000;Noida;3
2238000;1000;Noida;3
2809000;800;Noida;2
3000000;1000;Noida;3
2893000;1000;Noida;3
2300000;1000;Noida;3
2250000;810;Noida;2
2452000;800;Noida;2
2151000;800;Noida;2
2950000;800;Noida;2
2809000;1000;Noida;3
3000000;1000;Noida;3
2082000;1000;Noida;3
2124000;800;Greater Kailash;2
2723000;800;Greater Kailash;2
2893000;1000;Greater Kailash;3
2336000;1000;Noida;3
2243000;800;Sector 4;2
2914000;800;Noida;2
2937000;1000;Noida;3
2810000;800;Noida;2
2224000;1000;Noida;3
2151000;800;Noida;2
2259000;800;Noida;2
4450000;800;Noida;2
4179999;1250;Chattarpur;3
8900000;1100;Delhi Meerut Expressway;2
3270000;2021;Delhi Meerut Expressway;3
7400000;2341;Noida;3
3800000;2010;Delhi Meerut Expressway;2
3600000;650;Mahavir Enclave;2
2500000;650;Mahavir Enclave;2
8500000;450;Sheikh Sarai;1
11000000;900;West End;2
11000000;800;mayur vihar phase 1;3
2100000;800;mayur vihar phase 1;3
14100000;1600;Vasant Kunj;2
300000000;1500;Sector 5 Dwarka;3
500000000;3460;Mansarovar garden;4
3600000;3375;Golf Links;6
6900000;1200;Greater kailash 1;2
5200000;2140;Connaught Place;3
170000000;1800;Connaught Place;3
2499000;2500;Westend;5
2300000;435;Dwarka Mor;2
2600000;410;Dwarka Mor;2
4500000;450;Dwarka Mor;2
4500000;750;Munirka;2
4500000;750;Munirka;2
4500000;750;Munirka;2
4500000;750;Munirka;2
4500000;750;Munirka;2
2500000;750;Munirka;2
2500000;750;Neb Sarai;2
2500000;750;Neb Sarai;2
2700000;750;Neb Sarai;2
3200000;450;Munirka;1
17400000;800;Raju Parak Extension;3
13500000;1450;Moti Nagar;3
4600000;1500;Sector 12 Dwarka;3
13500000;450;Sector 14 Dwarka;1
5500000;1800;Sector 22 Dwarka;3
4500000;450;Sector 14 Dwarka;1
38900000;500;Pitampura;2
28400000;1350;Pitampura;3
36500000;1350;Pitampura;3
3600000;1500;Pitampura;3
35000000;350;Sector 26 Dwarka;1
18800000;1800;Lajpat Nagar;3
2200000;2000;Sector 4 Dwarka;3
5500000;450;Swasthya Vihar;2
4700000;900;Uttam Nagar;3
2700000;820;Uttam Nagar;3
2400000;625;Uttam Nagar;2
3500000;525;Uttam Nagar;2
4200000;750;Uttam Nagar;2
47500000;850;Uttam Nagar;3
55000000;1442;Okhla;2
7500000;1784;Okhla;3
65000000;1500;Delhi Meerut Expressway;3
52500000;1881;Kamla Nagar;3
55000000;4504;Shakti Vihar School Road;5
2100000;4502;Kamla Nagar;5
2200000;888;Greater Kailash;2
2600000;400;South Delhi;2
2600000;1651;Sector 12 Dwarka;2
2400000;1651;Sector 12 Dwarka;2
4000000;1600;Anand Niketan;2
10000000;540;KarKardooma;2
13500000;1053;Delhi;2
17500000;1134;Om Vihar;3
8500000;1401;Om Vihar;2
6000000;1101;Preet Vihar;2
6500000;954;Om Vihar;2
4200000;900;Preet Vihar;2
3900000;2100;Dwarka More;3
5500000;1650;Sector 4 Dwarka;3
17500000;720;Anand Vihar;2
3700000;1422;Preet Vihar;3
4200000;600;Mahavir Enclave;2
19000000;720;Dwarka Mor;3
2600000;1800;Saket;2
4500000;1000;Noida;3
80000000;900;Chattarpur;2
8900000;1000;Pontoon Bridge;2
3667000;1415;Delhi Meerut Expressway;3
8000000;965;Greater Kailash;2
9600000;1223;Delhi Meerut Expressway;2
3667000;4010;Noida;3
5200000;2320;Noida;2
5712000;2210;Delhi Meerut Expressway;2
3250000;1160;Noida;2
7100000;1000;Noida;2
2300000;2423;Delhi Meerut Expressway;2
3500000;450;Uttam Nagar;1
2500000;630;Bindapur;2
2000000;450;Bindapur;1
2000000;450;Hastsal;1
5000000;450;Hastsal;1
4500000;1000;Uttam Nagar;3
2100000;900;Uttam Nagar;3
2000000;500;Uttam Nagar;2
6000000;520;Uttam Nagar;2
2200000;1050;Uttam Nagar;3
6500000;510;Uttam Nagar;2
3500000;1100;Uttam Nagar;3
3100000;800;Uttam Nagar;3
2800000;750;Uttam Nagar;3
4500000;600;Uttam Nagar;2
13500000;900;Uttam Nagar;3
20000000;1800;Sector 10 Dwarka;3
10000000;1900;Sector 8 Dwarka Block B;3
2800000;750;Katwaria Sarai;3
4500000;750;Neb Sarai;2
3700000;900;Vikas Puri;3
3700000;900;Transit Camp;3
23500000;900;Bharat Vihar;3
30000000;2000;Vasant Kunj;3
5400000;978;Okhla;2
16500000;900;Mahavir Enclave;3
5800000;1400;Sector 24 Rohini;4
4600000;704;Sector 24 Rohini;2
3800000;572;Sector 24 Rohini;2
28000000;450;Sector 24 Rohini;2
11500000;2250;Sector 24 Rohini;4
16500000;1125;Sector 24 Rohini;3
5800000;1400;Sector 24 Rohini;4
4600000;704;Sector 24 Rohini;2
3800000;572;Sector 24 Rohini;2
28000000;450;Sector 24 Rohini;2
11500000;2250;Sector 24 Rohini;4
3400000;1125;Sector 24 Rohini;3
2800000;400;Sector 24 Rohini;1
7500000;350;Sector 24 Rohini;1
5600000;800;Sector 24 Rohini;3
5100000;750;Sector 24 Rohini;3
3100000;1125;Residential FlatSeelamPur;2
2299000;600;Dwarka Mor;3
2600000;540;Uttam Nagar;2
35000000;630;Uttam Nagar;2
2224000;2300;Vasant Kunj;4
2700000;800;Noida;2
2100000;1000;Noida;3
2716000;800;Noida;2
3500000;1000;Noida;3
3200000;760;Rajpur;2
2250000;760;Rajpur;2
11500000;900;Greater Kailash;2
2450000;1125;Greater Kailash;4
5712000;965;Greater Kailash;2
2450000;1220;Greater Kailash;2
32000000;2412;Greater Kailash;2
5712000;2620;Meenakshi Garden;2
9200000;1190;Noida;2
5712000;2312;Delhi Meerut Expressway;2
6950000;2031;Noida;2
2550000;1275;Delhi Meerut Expressway;3
4900000;600;Uttam Nagar;2
2450000;900;Govindpuri;3
3800000;530;Uttam Nagar;2
5000000;900;Uttam Nagar;3
11600000;900;Govindpuri;3
4800000;1050;Mayur Vihar;2
16500000;900;Govindpuri;3
2400000;1400;Sector 24 Rohini;4
2500000;450;Sector 24 Rohini;2
3200000;600;Uttam Nagar;2
2250000;800;Uttam Nagar;3
2450000;550;Uttam Nagar;2
2700000;530;Uttam Nagar;2
14000000;600;Uttam Nagar;2
13500000;1100;Mayur Vihar;2
4900000;1100;Mayur Vihar;2
2400000;900;Govindpuri;3
3500000;530;Uttam Nagar;2
3500000;800;Uttam Nagar;3
16500000;900;Uttam Nagar;3
2400000;1400;Sector 24 Rohini;4
6800000;450;Sector 24 Rohini;2
6000000;800;Sector 24 Rohini;2
8000000;700;Sector 24 Rohini;2
4800000;850;Sector 24 Rohini;3
5500000;810;Mansa Ram Park;3
2400000;900;Uttam Nagar;3
2400000;450;Matiala;2
2400000;495;Matiala;2
